4|4_bisup_mono|onehot|ta|kn|0.219150|0.766475|0.219150|0.219150|0.219150
4|4_bisup_mono|onehot|hi|kn|0.323848|0.836269|0.323848|0.323848|0.323848
4|4_bisup_mono|onehot|bn|hi|0.200803|0.761111|0.200803|0.200803|0.200803
4|4_bisup_mono|phonetic|ta|kn|0.180040|0.742832|0.180040|0.180040|0.180040
4|4_bisup_mono|phonetic|hi|kn|0.310976|0.835371|0.310976|0.310976|0.310976
4|4_bisup_mono|phonetic|bn|hi|0.198126|0.760861|0.198126|0.198126|0.198126
3|3_sup_mono|onehot|ta|kn|0.207687|0.759588|0.207687|0.207687|0.207687
3|3_sup_mono|onehot|hi|kn|0.346206|0.843199|0.346206|0.346206|0.346206
3|3_sup_mono|onehot|bn|hi|0.212851|0.774330|0.212851|0.212851|0.212851
3|3_sup_mono|phonetic|ta|kn|0.223196|0.769590|0.223196|0.223196|0.223196
3|3_sup_mono|phonetic|hi|kn|0.331978|0.844192|0.331978|0.331978|0.331978
3|3_sup_mono|phonetic|bn|hi|0.220884|0.778855|0.220884|0.220884|0.220884
4|4_3_ll_rep_loss|onehot|ta|kn|0.198247|0.748110|0.198247|0.198247|0.198247
4|4_3_ll_rep_loss|onehot|hi|kn|0.262873|0.827964|0.262873|0.262873|0.262873
4|4_3_ll_rep_loss|onehot|bn|hi|0.214859|0.777272|0.214859|0.214859|0.214859
4|4_3_ll_rep_loss|phonetic|ta|kn|0.185435|0.733754|0.185435|0.185435|0.185435
4|4_3_ll_rep_loss|phonetic|hi|kn|0.275745|0.819142|0.275745|0.275745|0.275745
4|4_3_ll_rep_loss|phonetic|bn|hi|0.197456|0.750971|0.197456|0.197456|0.197456
3|3_2_use_src|onehot|ta|kn|0.196898|0.754711|0.196898|0.196898|0.196898
3|3_2_use_src|onehot|hi|kn|0.371951|0.839440|0.371951|0.371951|0.371951
3|3_2_use_src|onehot|bn|hi|0.188086|0.752509|0.188086|0.188086|0.188086
3|3_2_use_src|phonetic|ta|kn|0.220499|0.760954|0.220499|0.220499|0.220499
3|3_2_use_src|phonetic|hi|kn|0.362466|0.832799|0.362466|0.362466|0.362466
3|3_2_use_src|phonetic|bn|hi|0.211513|0.757776|0.211513|0.211513|0.211513
4|4_2_all_loss|onehot|ta|kn|0.230614|0.775899|0.230614|0.230614|0.230614
4|4_2_all_loss|onehot|hi|kn|0.319106|0.845715|0.319106|0.319106|0.319106
4|4_2_all_loss|onehot|bn|hi|0.222222|0.780502|0.222222|0.222222|0.222222
4|4_2_all_loss|phonetic|ta|kn|0.224545|0.776561|0.224545|0.224545|0.224545
4|4_2_all_loss|phonetic|hi|kn|0.319783|0.840886|0.319783|0.319783|0.319783
4|4_2_all_loss|phonetic|bn|hi|0.226238|0.780021|0.226238|0.226238|0.226238
3|3_3_use_tgt|onehot|ta|kn|0.200270|0.748968|0.200270|0.200270|0.200270
3|3_3_use_tgt|onehot|hi|kn|0.327236|0.832164|0.327236|0.327236|0.327236
3|3_3_use_tgt|onehot|bn|hi|0.198795|0.761371|0.198795|0.198795|0.198795
3|3_3_use_tgt|phonetic|ta|kn|0.217802|0.762068|0.217802|0.217802|0.217802
3|3_3_use_tgt|phonetic|hi|kn|0.341463|0.836699|0.341463|0.341463|0.341463
3|3_3_use_tgt|phonetic|bn|hi|0.193440|0.757794|0.193440|0.193440|0.193440
1|1_sup_nomono|onehot|ta|kn|0.176669|0.706477|0.176669|0.176669|0.176669
1|1_sup_nomono|onehot|hi|kn|0.296748|0.795392|0.296748|0.296748|0.296748
1|1_sup_nomono|onehot|bn|hi|0.129853|0.697085|0.129853|0.129853|0.129853
1|1_sup_nomono|phonetic|ta|kn|0.172623|0.717313|0.172623|0.172623|0.172623
1|1_sup_nomono|phonetic|hi|kn|0.295393|0.789243|0.295393|0.295393|0.295393
1|1_sup_nomono|phonetic|bn|hi|0.149264|0.702033|0.149264|0.149264|0.149264
2|2_bisup_nomono|onehot|ta|kn|0.148348|0.690649|0.148348|0.148348|0.148348
2|2_bisup_nomono|onehot|hi|kn|0.207317|0.764597|0.207317|0.207317|0.207317
2|2_bisup_nomono|onehot|bn|hi|0.119143|0.686346|0.119143|0.119143|0.119143
2|2_bisup_nomono|phonetic|ta|kn|0.081591|0.624450|0.081591|0.081591|0.081591
2|2_bisup_nomono|phonetic|hi|kn|0.179539|0.729369|0.179539|0.179539|0.179539
2|2_bisup_nomono|phonetic|bn|hi|0.036145|0.575166|0.036145|0.036145|0.036145
